GeneMasterName,GeneFullName,ClinVarGene ID,Location,Chromosome,ChromosomeArm,NumExons,NumBases,NumAminoAcids,GeneType,Mechanism,Pathway,PathwayGraphic,VariantLevelRisk,GraphicGene,GraphicProtein,GeneInteraction,urlGenecards,urlGenereviews,urlOMIM,RefSeqID1,RefSeqID2,Childhood,RecessiveConditionAlso,Preimplant_PrenatalDx,In_Ask2meWebsite,MedNeon,In_Invitae84,Ambry,Myriad_MyRisk,Geisinger,ACMG,ACMG_3_Dec2021,Helix,Completed,Inheritance,Check,DiseaseTypeMaster,SPANISH_GeneType,CHINESE_GeneType,SPANISH_Mechanism,CHINESE_Mechanism,PreImplantationTesting,NCCN_GuidelinesDec2021,Notes
MSI,MutS Homolog 6,2956,2p16.3,2,P,12,114572,1360,DNA mismatch repair (MMR),"The protein product of MSH6 forms a heterodimer with MSH2, which helps repair DNA replication errors. Loss of MSH6 function increases risk of tumor formation.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6#,#https://www.ncbi.nlm.nih.gov/gene/2956#,#http://www.omim.org/entry/600678#,NM_000179,,,,,,,,,,,,,,,Mono,,Cancer,de reparación de mal apareamiento del ADN (MMR),DNA错配修复,"El producto proteico de MSH6 forma un heterodímero con MSH2, que ayuda a reparar los errores de replicación del ADN. La pérdida de la función MSH6 aumenta el riesgo de formación de tumores.",MSH6的蛋白质产物与MSH2形成异二聚体，这种异二聚体有助于修复DNA复制错误。MSH6功能的丧失会增加肿瘤形成的风险。,,,
MYBPC3,MutY DNA Glycosylase,4595,1p34.1,1,P,23,11308,546,tumor suppressor,"The protein product of MUTYH is a DNA glycosylase which plays a role in oxidative DNA damage repair. At DNA sites where adenine is improperly paired, this glycosylase excises the adenine base to correct the error.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=MUTYH#,#https://www.ncbi.nlm.nih.gov/gene/4595#,#http://www.omim.org/entry/604933#,NM_001128425,,,,,,,,,,1,1,1,,,Mono,,Cardiomyopathy,supresor tumoral,肿瘤抑制,"El producto proteico de MUTYH es un ADN glicosilasa que desempeña un papel en la reparación oxidativa del daño del ADN. En los sitios de ADN donde la adenina está emparejada incorrectamente, esta glicosilasa escinde la base de adenina para corregir el err",MUTYH的蛋白质产物是一种DNA糖基化酶，它在氧化性DNA损伤修复中发挥作用。在腺嘌呤配对不当的DNA位点，该糖基化酶切除腺嘌呤碱基以纠正错误。,,,
MYH7,Myosin Heavy Chain 7,4625,14q11.2,14,,38,22938,1935,,"Muscle myosin is a hexameric protein containing 2 heavy chain subunits, 2 alkali light chain subunits, and 2 regulatory light chain subunits. This gene encodes the beta (or slow) heavy chain subunit of cardiac myosin. It is expressed predominantly in normal human ventricle. It is also expressed in skeletal muscle tissues rich in slow-twitch type I muscle fibers. Changes in the relative abundance of this protein and the alpha (or fast) heavy subunit of cardiac myosin correlate with the contractile velocity of cardiac muscle. Its expression is also altered during thyroid hormone depletion and hemodynamic overloading. Mutations in this gene are associated with familial hypertrophic cardiomyopathy, myosin storage myopathy, dilated cardiomyopathy, and Laing early-onset distal myopathy. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7&keywords=myh7#summaries,,https://omim.org/entry/160760?search=myh7&highlight=myh7#geneStructure,,,,,,,,,,,1,1,1,,,Mono,,Cardiomyopathy,,,,,,,
MYL2,Myosin Light Chain 2,4633,12q24.12,12,Q,,10625,166,,"Thus gene encodes the regulatory light chain associated with cardiac myosin beta (or slow) heavy chain. Ca+ triggers the phosphorylation of regulatory light chain that in turn triggers contraction. Mutations in this gene are associated with mid-left ventricular chamber type hypertrophic cardiomyopathy. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL2&keywords=myl2#summaries,,https://omim.org/entry/160781?search=myl2&highlight=myl2,,,,,,,,,,,1,1,1,,,Mono,,Cardiomyopathy,,,,,,,
MYL3,Myosin Light Chain 3,4634,3p21.31,3,,7,47062,195,,"MYL3 encodes myosin light chain 3, an alkali light chain also referred to in the literature as both the ventricular isoform and the slow skeletal muscle isoform. Mutations in MYL3 have been identified as a cause of mid-left ventricular chamber type hypertrophic cardiomyopathy. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL3&keywords=myl3#summaries,,https://omim.org/entry/160790?search=myl3&highlight=myl3#geneStructure,,,,,,,,,,,1,1,1,,,Mono,,Cardiomyopathy,,,,,,,
NDUFA10,NADH:Ubiquinone Oxidoreductase Subunit A10,4705,2q37.3,2,,,132961,355,,"The protein encoded by this gene is a component of 42 kDa complex I, the first enzyme complex in the electron transport chain of mitochondria. This protein has NADH dehydrogenase activity and oxidoreductase activity. It transfers electrons from NADH to the respiratory chain. A mutation in this gene was found in an individual with Leigh syndrome. [provided by RefSeq, Apr 2016]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA10&keywords=nDUFA10#summaries,,https://omim.org/entry/603835?search=NDUFA10&highlight=ndufa10,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
NDUFA12,NADH:Ubiquinone Oxidoreductase Subunit A12,55967,12q22,12,Q,,106694,143,,"This gene encodes a protein which is part of mitochondrial complex 1, part of the oxidative phosphorylation system in mitochondria. Complex 1 transfers electrons to ubiquinone from NADH which establishes a proton gradient for the generation of ATP. Mutations in this gene are associated with Leigh syndrome due to mitochondrial complex 1 deficiency. Pseudogenes of this gene are located on chromosomes 5 and 13. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2012]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA12&keywords=nDUFA12#summaries,,https://omim.org/entry/614530?search=NDUFA12&highlight=ndufa12,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
NDUFA2,NADH:Ubiquinone Oxidoreductase Subunit A2,4695,5q31.3,5,,,9046,99,,"The encoded protein is a subunit of the hydrophobic protein fraction of the NADH:ubiquinone oxidoreductase (complex 1), the first enzyme complex in the electron transport chain located in the inner mitochondrial membrane, and may be involved in regulating complex I activity or its assembly via assistance in redox processes. Mutations in this gene are associated with Leigh syndrome, an early-onset progressive neurodegenerative disorder. Alternative splicing results in multiple transcript variants.[provided by RefSeq, May 2010]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA2&keywords=nDUFA2#summaries,,https://omim.org/entry/602137?search=ndufa2&highlight=ndufa2,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
NDUFA9,NADH:Ubiquinone Oxidoreductase Subunit A9,4704,12p13.3,12,,,45223,377,,"The encoded protein is a subunit of the hydrophobic protein fraction of the NADH:ubiquinone oxidoreductase (complex I), the first enzyme complex in the electron transport chain located in the inner mitochondrial membrane. A pseudogene has been identified on chromosome 12. [provided by RefSeq, May 2010]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA9&keywords=nDUFA9#summaries,,https://omim.org/entry/603834?search=ndufa9&highlight=ndufa9,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
NDUFAF2,NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 2,91942,5q12.1,5,,,207822,169,,"NADH:ubiquinone oxidoreductase (complex I) catalyzes the transfer of electrons from NADH to ubiquinone (coenzyme Q) in the first step of the mitochondrial respiratory chain, resulting in the translocation of protons across the inner mitochondrial membrane. This gene encodes a complex I assembly factor. Mutations in this gene cause progressive encephalopathy resulting from mitochondrial complex I deficiency. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF2&keywords=nDUFAf2#summaries,,https://omim.org/entry/609653?search=ndufaf2&highlight=ndufaf2,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
CDKN1B,Cyclin Dependent Kinase Inhibitor 1B,1027,12p13.1,12,P,3,"7,326 ",198,protein coding,"This gene encodes a cyclin-dependent kinase inhibitor, which shares a limited similarity with CDK inhibitor CDKN1A/p21. The encoded protein binds to and prevents the activation of cyclin E-CDK2 or cyclin D-CDK4 complexes, and thus controls the cell cycle progression at G1. The degradation of this protein, which is triggered by its CDK dependent phosphorylation and subsequent ubiquitination by SCF complexes, is required for the cellular transition from quiescence to the proliferative state.",,,,,,"CCND2, CCND1, CCND3, CCNB1, CDK6, CCNE2, CCNA2, CDK4, CDK2, CCNE1",https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B&keywords=CDKN1B,https://www.ncbi.nlm.nih.gov/gene/1027,https://omim.org/entry/600778?search=CDKN1B&highlight=cdkn1b,,,1,1,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
CDKN1C,Cyclin Dependent Kinase Inhibitor 1C,1028,11p15.4  ,11,P,4,2563,316,protein coding,"This gene is imprinted, with preferential expression of the maternal allele. The encoded protein is a tight-binding, strong inhibitor of several G1 cyclin/Cdk complexes and a negative regulator of cell proliferation. Mutations in this gene are implicated in sporadic cancers and Beckwith-Wiedemann syndorome, suggesting that this gene is a tumor suppressor candidate. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]",,,,,,"CCND1, CCND3, CDK4, CCND2, CDK6, CDK2, SKP2, CCNA2",https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C&keywords=CDKN1C#summaries,,https://omim.org/entry/600856?search=CDKN1C&highlight=cdkn1c,,,1,,,,1,1,,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
CEBPA,CAAT Enhancer Binding Protein Alpha,1050,19q13.11,19,Q,1,2631,358,protein coding,"This intronless gene encodes a transcription factor that contains a basic leucine zipper (bZIP) domain and recognizes the CCAAT motif in the promoters of target genes. The encoded protein functions in homodimers and also heterodimers with CCAAT/enhancer-binding proteins beta and gamma. Activity of this protein can modulate the expression of genes involved in cell cycle regulation as well as in body weight homeostasis. Mutation of this gene is associated with acute myeloid leukemia. The use of alternative in-frame non-AUG (GUG) and AUG start codons results in protein isoforms with different lengths. Differential translation initiation is mediated by an out-of-frame, upstream open reading frame which is located between the GUG and the first AUG start codons. [provided by RefSeq, Dec 2013]",,,,,,"RUNX1, FOS, JUN, EP300, CREBBP, FABPA, ADIPOQ, LEP, PPARG, KLF5",https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA&keywords=CEPBA#summaries,,https://omim.org/entry/116897?search=CEBPA&highlight=cebpa#allelicVariants,,,1,,,,1,1,,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
CTNNA1,Catenin Alpha 1,1495,5q31.2,5,Q,16,324068,906,protein coding,CTNNA1 encodes a protein of the same name that may play a role in cell differentiation.,,,,,,"CDH1, VCL, ACTN1, AXIN1, CDH2, JUP, CTNNB1, CTNND1, TJP1, CDC5L",https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA1&keywords=ctnna1#summaries,,https://omim.org/entry/116805?search=ctnna1&highlight=ctnna1#geneStructure,,,,,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
MEN1,Menin ,4221,11q13.1,11,Q,14,7785,615,protein coding,"MEN1 encodes a tumor suppressor that plays a role in cell proliferation, genomic stability, and cell cycle control.",,,,,,"JUND, SMAD3, IQGAP1, CTNNB1, RBBP5, HDAC1, KMT2D, RBBP5, WDR5, KMT2A, ASH2L",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=MEN1#,#https://www.ncbi.nlm.nih.gov/gene/4221#,#http://www.omim.org/entry/131100#,NM_130799,,1,,,,1,1,1,,1,1,1,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
MET,"MET Proto-Oncogene, Receptor Tyrosine Kinase",4233,7q31.2,7,Q,24,126191,1390,protein coding,"This gene encodes a member of the receptor tyrosine kinase family of proteins and the product of the proto-oncogene MET. The encoded preproprotein is proteolytically processed to generate alpha and beta subunits that are linked via disulfide bonds to form the mature receptor. Further processing of the beta subunit results in the formation of the M10 peptide, which has been shown to reduce lung fibrosis. Binding of its ligand, hepatocyte growth factor, induces dimerization and activation of the receptor, which plays a role in cellular survival, embryogenesis, and cellular migration and invasion. Mutations in this gene are associated with papillary renal cell carcinoma, hepatocellular carcinoma, and various head and neck cancers. Amplification and overexpression of this gene are also associated with multiple human cancers. [provided by RefSeq, May 2016]",,,,,,"HRAS, KRAS, CHD1, HGF, GRB2, INPPL1, STAT3, CBL, SH3KBP1, CTNNB1",https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET&keywords=meT#summaries,,https://omim.org/entry/164860?search=met&highlight=met,,,,,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,1,
NDUFAF6,NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 6,137682,8q22.1,8,,,222730,333,,"This gene encodes a protein that localizes to mitochondria and contains a predicted phytoene synthase domain. The encoded protein plays an important role in the assembly of complex I (NADH-ubiquinone oxidoreductase) of the mitochondrial respiratory chain through regulation of subunit ND1 biogenesis. Mutations in this gene are associated with complex I enzymatic deficiency. [provided by RefSeq, Nov 2011]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF6&keywords=nDUFAf6#proteins,,https://omim.org/entry/612392?search=NDUFAF6&highlight=ndufaf6,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
NDUFS3,NADH:Ubiquinone Oxidoreductase Core Subunit S3,4722,11p11.2,11,,,19227,264,,"This gene encodes one of the iron-sulfur protein (IP) components of mitochondrial NADH:ubiquinone oxidoreductase (complex I). Mutations in this gene are associated with Leigh syndrome resulting from mitochondrial complex I deficiency.[provided by RefSeq, Apr 2009]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3&keywords=nDUFS3#summaries,,https://omim.org/entry/603846?search=NDUFS3&highlight=ndufs3,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
NDUFS4,NADH:Ubiquinone Oxidoreductase Subunit S4,4724,5q11.2,5,Q,,122729,175,,"This gene encodes an nuclear-encoded accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (complex I, or NADH:ubiquinone oxidoreductase). Complex I removes electrons from NADH and passes them to the electron acceptor ubiquinone. Mutations in this gene can cause mitochondrial complex I deficiencies such as Leigh syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4&keywords=nDUFS4#summaries,,https://omim.org/entry/602694?search=ndufs4&highlight=ndufs4,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
